party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent,year,month,weekday,weekofyear
Greens/EFA,136003,INI,2021-10-06 22:49:29.000,66,0,2,5,68,FOR,66,0.0294117647058823,2021,10,2,40
ID,136003,INI,2021-10-06 22:49:29.000,36,26,8,0,70,FOR,36,0.4857142857142857,2021,10,2,40
Renew,136003,INI,2021-10-06 22:49:29.000,96,0,0,2,96,FOR,96,0.0,2021,10,2,40
S&D,136003,INI,2021-10-06 22:49:29.000,138,0,1,7,139,FOR,138,0.0071942446043165,2021,10,2,40
ECR,136004,INI,2021-10-06 22:49:29.000,55,0,8,0,63,FOR,55,0.1269841269841269,2021,10,2,40
EPP,136004,INI,2021-10-06 22:49:29.000,173,0,0,5,173,FOR,173,0.0,2021,10,2,40
GUE/NGL,136004,INI,2021-10-06 22:49:29.000,0,7,32,0,39,ABSTENTION,32,0.1794871794871795,2021,10,2,40
Greens/EFA,136004,INI,2021-10-06 22:49:29.000,0,1,67,5,68,ABSTENTION,67,0.0147058823529411,2021,10,2,40
ID,136004,INI,2021-10-06 22:49:29.000,27,25,18,0,70,FOR,27,0.6142857142857143,2021,10,2,40
Renew,136004,INI,2021-10-06 22:49:29.000,93,0,3,2,96,FOR,93,0.03125,2021,10,2,40
S&D,136004,INI,2021-10-06 22:49:29.000,133,0,6,7,139,FOR,133,0.0431654676258992,2021,10,2,40
ECR,136005,INI,2021-10-06 22:49:29.000,9,7,47,0,63,ABSTENTION,47,0.2539682539682539,2021,10,2,40
EPP,136005,INI,2021-10-06 22:49:29.000,167,0,6,5,173,FOR,167,0.0346820809248554,2021,10,2,40
GUE/NGL,136005,INI,2021-10-06 22:49:29.000,39,0,0,0,39,FOR,39,0.0,2021,10,2,40
Greens/EFA,136005,INI,2021-10-06 22:49:29.000,68,0,0,5,68,FOR,68,0.0,2021,10,2,40
ID,136005,INI,2021-10-06 22:49:29.000,48,2,20,0,70,FOR,48,0.3142857142857143,2021,10,2,40
Renew,136005,INI,2021-10-06 22:49:29.000,91,0,5,2,96,FOR,91,0.0520833333333333,2021,10,2,40
S&D,136005,INI,2021-10-06 22:49:29.000,139,0,0,7,139,FOR,139,0.0,2021,10,2,40
ECR,136124,INI,2021-10-07 11:47:58.000,2,10,51,0,63,ABSTENTION,51,0.1904761904761904,2021,10,3,40
EPP,136124,INI,2021-10-07 11:47:58.000,174,1,0,3,175,FOR,174,0.0057142857142856,2021,10,3,40
GUE/NGL,136124,INI,2021-10-07 11:47:58.000,0,33,6,0,39,AGAINST,33,0.1538461538461538,2021,10,3,40
Greens/EFA,136124,INI,2021-10-07 11:47:58.000,65,0,0,8,65,FOR,65,0.0,2021,10,3,40
ID,136124,INI,2021-10-07 11:47:58.000,0,45,25,0,70,AGAINST,45,0.3571428571428571,2021,10,3,40
Renew,136124,INI,2021-10-07 11:47:58.000,96,2,0,0,98,FOR,96,0.0204081632653061,2021,10,3,40
S&D,136124,INI,2021-10-07 11:47:58.000,140,0,0,6,140,FOR,140,0.0,2021,10,3,40
ECR,136125,INI,2021-10-07 11:47:58.000,0,49,14,0,63,AGAINST,49,0.2222222222222222,2021,10,3,40
EPP,136125,INI,2021-10-07 11:47:58.000,148,2,25,3,175,FOR,148,0.1542857142857142,2021,10,3,40
GUE/NGL,136125,INI,2021-10-07 11:47:58.000,36,0,3,0,39,FOR,36,0.0769230769230768,2021,10,3,40
Greens/EFA,136125,INI,2021-10-07 11:47:58.000,65,0,0,8,65,FOR,65,0.0,2021,10,3,40
ID,136125,INI,2021-10-07 11:47:58.000,27,12,31,0,70,ABSTENTION,31,0.5571428571428572,2021,10,3,40
Renew,136125,INI,2021-10-07 11:47:58.000,77,0,21,0,98,FOR,77,0.2142857142857143,2021,10,3,40
S&D,136125,INI,2021-10-07 11:47:58.000,136,3,1,6,140,FOR,136,0.0285714285714285,2021,10,3,40
ECR,136127,RSP,2021-10-07 15:52:04.000,58,0,4,1,62,FOR,58,0.0645161290322581,2021,10,3,40
EPP,136127,RSP,2021-10-07 15:52:04.000,173,0,0,5,173,FOR,173,0.0,2021,10,3,40
GUE/NGL,136127,RSP,2021-10-07 15:52:04.000,29,0,10,0,39,FOR,29,0.2564102564102564,2021,10,3,40
Greens/EFA,136127,RSP,2021-10-07 15:52:04.000,68,0,0,5,68,FOR,68,0.0,2021,10,3,40
ID,136127,RSP,2021-10-07 15:52:04.000,54,1,15,0,70,FOR,54,0.2285714285714285,2021,10,3,40
Renew,136127,RSP,2021-10-07 15:52:04.000,96,0,0,2,96,FOR,96,0.0,2021,10,3,40
S&D,136127,RSP,2021-10-07 15:52:04.000,140,0,0,6,140,FOR,140,0.0,2021,10,3,40
ECR,136128,RSP,2021-10-07 15:52:04.000,59,0,3,1,62,FOR,59,0.0483870967741935,2021,10,3,40
EPP,136128,RSP,2021-10-07 15:52:04.000,173,0,0,5,173,FOR,173,0.0,2021,10,3,40
GUE/NGL,136128,RSP,2021-10-07 15:52:04.000,39,0,0,0,39,FOR,39,0.0,2021,10,3,40
Greens/EFA,136128,RSP,2021-10-07 15:52:04.000,68,0,0,5,68,FOR,68,0.0,2021,10,3,40
ID,136128,RSP,2021-10-07 15:52:04.000,61,1,8,0,70,FOR,61,0.1285714285714285,2021,10,3,40
Renew,136128,RSP,2021-10-07 15:52:04.000,93,0,3,2,96,FOR,93,0.03125,2021,10,3,40
S&D,136128,RSP,2021-10-07 15:52:04.000,138,1,1,6,140,FOR,138,0.0142857142857142,2021,10,3,40
ECR,136129,RSP,2021-10-07 15:52:04.000,3,51,8,1,62,AGAINST,51,0.1774193548387096,2021,10,3,40
EPP,136129,RSP,2021-10-07 15:52:04.000,30,117,20,11,167,AGAINST,117,0.2994011976047904,2021,10,3,40
GUE/NGL,136129,RSP,2021-10-07 15:52:04.000,39,0,0,0,39,FOR,39,0.0,2021,10,3,40
Greens/EFA,136129,RSP,2021-10-07 15:52:04.000,68,0,0,5,68,FOR,68,0.0,2021,10,3,40
ID,136129,RSP,2021-10-07 15:52:04.000,0,68,2,0,70,AGAINST,68,0.0285714285714285,2021,10,3,40
Renew,136129,RSP,2021-10-07 15:52:04.000,92,1,2,3,95,FOR,92,0.031578947368421,2021,10,3,40
S&D,136129,RSP,2021-10-07 15:52:04.000,138,0,0,8,138,FOR,138,0.0,2021,10,3,40
ECR,136130,RSP,2021-10-07 15:52:04.000,56,0,6,1,62,FOR,56,0.0967741935483871,2021,10,3,40
EPP,136130,RSP,2021-10-07 15:52:04.000,172,0,0,6,172,FOR,172,0.0,2021,10,3,40
GUE/NGL,136130,RSP,2021-10-07 15:52:04.000,3,14,22,0,39,ABSTENTION,22,0.4358974358974359,2021,10,3,40
Greens/EFA,136130,RSP,2021-10-07 15:52:04.000,9,1,58,5,68,ABSTENTION,58,0.1470588235294118,2021,10,3,40
ID,136130,RSP,2021-10-07 15:52:04.000,26,3,41,0,70,ABSTENTION,41,0.4142857142857142,2021,10,3,40
Renew,136130,RSP,2021-10-07 15:52:04.000,94,0,2,2,96,FOR,94,0.0208333333333333,2021,10,3,40
S&D,136130,RSP,2021-10-07 15:52:04.000,122,9,5,10,136,FOR,122,0.1029411764705882,2021,10,3,40
ECR,136131,RSP,2021-10-07 15:52:04.000,59,0,3,1,62,FOR,59,0.0483870967741935,2021,10,3,40
EPP,136131,RSP,2021-10-07 15:52:04.000,173,0,0,5,173,FOR,173,0.0,2021,10,3,40
GUE/NGL,136131,RSP,2021-10-07 15:52:04.000,29,0,10,0,39,FOR,29,0.2564102564102564,2021,10,3,40
Greens/EFA,136131,RSP,2021-10-07 15:52:04.000,68,0,0,5,68,FOR,68,0.0,2021,10,3,40
ID,136131,RSP,2021-10-07 15:52:04.000,25,4,41,0,70,ABSTENTION,41,0.4142857142857142,2021,10,3,40
Renew,136131,RSP,2021-10-07 15:52:04.000,96,0,0,2,96,FOR,96,0.0,2021,10,3,40
S&D,136131,RSP,2021-10-07 15:52:04.000,139,0,1,6,140,FOR,139,0.0071428571428571,2021,10,3,40
ECR,136175,COD,2021-10-21 11:52:25.000,63,0,0,0,63,FOR,63,0.0,2021,10,3,42
EPP,136175,COD,2021-10-21 11:52:25.000,176,0,0,3,176,FOR,176,0.0,2021,10,3,42
GUE/NGL,136175,COD,2021-10-21 11:52:25.000,38,0,0,1,38,FOR,38,0.0,2021,10,3,42
Greens/EFA,136175,COD,2021-10-21 11:52:25.000,73,0,0,0,73,FOR,73,0.0,2021,10,3,42
ID,136175,COD,2021-10-21 11:52:25.000,68,2,0,0,70,FOR,68,0.0285714285714285,2021,10,3,42
Renew,136175,COD,2021-10-21 11:52:25.000,98,0,0,0,98,FOR,98,0.0,2021,10,3,42
S&D,136175,COD,2021-10-21 11:52:25.000,141,0,0,5,141,FOR,141,0.0,2021,10,3,42
ECR,136179,BUD,2021-10-19 15:28:18.000,41,11,11,0,63,FOR,41,0.3492063492063492,2021,10,1,42
EPP,136179,BUD,2021-10-19 15:28:18.000,167,0,8,4,175,FOR,167,0.0457142857142857,2021,10,1,42
GUE/NGL,136179,BUD,2021-10-19 15:28:18.000,36,2,1,0,39,FOR,36,0.0769230769230768,2021,10,1,42
Greens/EFA,136179,BUD,2021-10-19 15:28:18.000,73,0,0,0,73,FOR,73,0.0,2021,10,1,42
ID,136179,BUD,2021-10-19 15:28:18.000,0,69,1,0,70,AGAINST,69,0.0142857142857142,2021,10,1,42
Renew,136179,BUD,2021-10-19 15:28:18.000,96,2,0,0,98,FOR,96,0.0204081632653061,2021,10,1,42
S&D,136179,BUD,2021-10-19 15:28:18.000,145,0,0,1,145,FOR,145,0.0,2021,10,1,42
ECR,136183,COD,2021-10-19 15:28:18.000,53,3,7,0,63,FOR,53,0.1587301587301587,2021,10,1,42
EPP,136183,COD,2021-10-19 15:28:18.000,174,1,0,4,175,FOR,174,0.0057142857142856,2021,10,1,42
GUE/NGL,136183,COD,2021-10-19 15:28:18.000,0,39,0,0,39,AGAINST,39,0.0,2021,10,1,42
Greens/EFA,136183,COD,2021-10-19 15:28:18.000,1,72,0,0,73,AGAINST,72,0.0136986301369863,2021,10,1,42
ID,136183,COD,2021-10-19 15:28:18.000,0,5,65,0,70,ABSTENTION,65,0.0714285714285714,2021,10,1,42
Renew,136183,COD,2021-10-19 15:28:18.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,42
S&D,136183,COD,2021-10-19 15:28:18.000,137,7,1,1,145,FOR,137,0.0551724137931034,2021,10,1,42
ECR,136185,DEC,2021-10-19 15:28:18.000,51,11,1,0,63,FOR,51,0.1904761904761904,2021,10,1,42
EPP,136185,DEC,2021-10-19 15:28:18.000,175,0,0,4,175,FOR,175,0.0,2021,10,1,42
GUE/NGL,136185,DEC,2021-10-19 15:28:18.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,42
Greens/EFA,136185,DEC,2021-10-19 15:28:18.000,73,0,0,0,73,FOR,73,0.0,2021,10,1,42
ID,136185,DEC,2021-10-19 15:28:18.000,38,31,1,0,70,FOR,38,0.4571428571428572,2021,10,1,42
Renew,136185,DEC,2021-10-19 15:28:18.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,42
S&D,136185,DEC,2021-10-19 15:28:18.000,144,1,0,1,145,FOR,144,0.0068965517241379,2021,10,1,42
ECR,136187,DEC,2021-10-19 15:28:18.000,47,10,6,0,63,FOR,47,0.2539682539682539,2021,10,1,42
EPP,136187,DEC,2021-10-19 15:28:18.000,175,0,0,4,175,FOR,175,0.0,2021,10,1,42
GUE/NGL,136187,DEC,2021-10-19 15:28:18.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,42
Greens/EFA,136187,DEC,2021-10-19 15:28:18.000,73,0,0,0,73,FOR,73,0.0,2021,10,1,42
ID,136187,DEC,2021-10-19 15:28:18.000,37,33,0,0,70,FOR,37,0.4714285714285714,2021,10,1,42
Renew,136187,DEC,2021-10-19 15:28:18.000,93,0,5,0,98,FOR,93,0.0510204081632652,2021,10,1,42
S&D,136187,DEC,2021-10-19 15:28:18.000,144,0,1,1,145,FOR,144,0.0068965517241379,2021,10,1,42
ECR,136221,DEC,2021-10-21 11:52:25.000,62,0,1,0,63,FOR,62,0.0158730158730159,2021,10,3,42
EPP,136221,DEC,2021-10-21 11:52:25.000,141,35,0,3,176,FOR,141,0.1988636363636363,2021,10,3,42
GUE/NGL,136221,DEC,2021-10-21 11:52:25.000,1,36,1,1,38,AGAINST,36,0.0526315789473684,2021,10,3,42
Greens/EFA,136221,DEC,2021-10-21 11:52:25.000,0,72,1,0,73,AGAINST,72,0.0136986301369863,2021,10,3,42
ID,136221,DEC,2021-10-21 11:52:25.000,67,2,1,0,70,FOR,67,0.0428571428571428,2021,10,3,42
Renew,136221,DEC,2021-10-21 11:52:25.000,84,12,2,0,98,FOR,84,0.1428571428571429,2021,10,3,42
S&D,136221,DEC,2021-10-21 11:52:25.000,1,137,2,6,140,AGAINST,137,0.0214285714285714,2021,10,3,42
ECR,136238,DEC,2021-10-21 15:49:08.000,50,4,9,0,63,FOR,50,0.2063492063492064,2021,10,3,42
EPP,136238,DEC,2021-10-21 15:49:08.000,165,8,1,5,174,FOR,165,0.0517241379310344,2021,10,3,42
GUE/NGL,136238,DEC,2021-10-21 15:49:08.000,8,4,27,0,39,ABSTENTION,27,0.3076923076923077,2021,10,3,42
Greens/EFA,136238,DEC,2021-10-21 15:49:08.000,69,1,1,2,71,FOR,69,0.028169014084507,2021,10,3,42
ID,136238,DEC,2021-10-21 15:49:08.000,23,45,1,1,69,AGAINST,45,0.3478260869565217,2021,10,3,42
Renew,136238,DEC,2021-10-21 15:49:08.000,95,0,2,1,97,FOR,95,0.0206185567010309,2021,10,3,42
S&D,136238,DEC,2021-10-21 15:49:08.000,134,1,2,9,137,FOR,134,0.021897810218978,2021,10,3,42
ECR,136566,INI,2021-10-19 22:20:56.000,5,32,26,0,63,AGAINST,32,0.4920634920634921,2021,10,1,42
EPP,136566,INI,2021-10-19 22:20:56.000,109,36,32,2,177,FOR,109,0.384180790960452,2021,10,1,42
GUE/NGL,136566,INI,2021-10-19 22:20:56.000,37,0,2,0,39,FOR,37,0.0512820512820513,2021,10,1,42
Greens/EFA,136566,INI,2021-10-19 22:20:56.000,72,0,0,1,72,FOR,72,0.0,2021,10,1,42
ID,136566,INI,2021-10-19 22:20:56.000,1,60,7,2,68,AGAINST,60,0.1176470588235294,2021,10,1,42
Renew,136566,INI,2021-10-19 22:20:56.000,75,16,7,0,98,FOR,75,0.2346938775510204,2021,10,1,42
S&D,136566,INI,2021-10-19 22:20:56.000,135,8,1,2,144,FOR,135,0.0625,2021,10,1,42
ECR,136568,INL,2021-10-19 22:20:56.000,56,0,7,0,63,FOR,56,0.1111111111111111,2021,10,1,42
EPP,136568,INL,2021-10-19 22:20:56.000,177,0,0,2,177,FOR,177,0.0,2021,10,1,42
GUE/NGL,136568,INL,2021-10-19 22:20:56.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,42
Greens/EFA,136568,INL,2021-10-19 22:20:56.000,72,0,0,1,72,FOR,72,0.0,2021,10,1,42
ID,136568,INL,2021-10-19 22:20:56.000,56,1,13,0,70,FOR,56,0.1999999999999999,2021,10,1,42
Renew,136568,INL,2021-10-19 22:20:56.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,42
S&D,136568,INL,2021-10-19 22:20:56.000,143,0,1,2,144,FOR,143,0.0069444444444444,2021,10,1,42
ECR,136570,INI,2021-10-19 22:20:56.000,55,3,5,0,63,FOR,55,0.1269841269841269,2021,10,1,42
EPP,136570,INI,2021-10-19 22:20:56.000,177,0,0,2,177,FOR,177,0.0,2021,10,1,42
GUE/NGL,136570,INI,2021-10-19 22:20:56.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,42
Greens/EFA,136570,INI,2021-10-19 22:20:56.000,72,0,0,1,72,FOR,72,0.0,2021,10,1,42
ID,136570,INI,2021-10-19 22:20:56.000,57,9,4,0,70,FOR,57,0.1857142857142857,2021,10,1,42
Renew,136570,INI,2021-10-19 22:20:56.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,42
S&D,136570,INI,2021-10-19 22:20:56.000,144,0,0,2,144,FOR,144,0.0,2021,10,1,42
ECR,136738,INI,2021-10-20 22:27:37.000,58,1,1,3,60,FOR,58,0.0333333333333333,2021,10,2,42
EPP,136738,INI,2021-10-20 22:27:37.000,173,2,1,3,176,FOR,173,0.0170454545454545,2021,10,2,42
GUE/NGL,136738,INI,2021-10-20 22:27:37.000,0,15,23,1,38,ABSTENTION,23,0.3947368421052631,2021,10,2,42
Greens/EFA,136738,INI,2021-10-20 22:27:37.000,71,1,0,1,72,FOR,71,0.0138888888888888,2021,10,2,42
ID,136738,INI,2021-10-20 22:27:37.000,35,3,30,2,68,FOR,35,0.4852941176470589,2021,10,2,42
Renew,136738,INI,2021-10-20 22:27:37.000,98,0,0,0,98,FOR,98,0.0,2021,10,2,42
S&D,136738,INI,2021-10-20 22:27:37.000,127,1,7,11,135,FOR,127,0.0592592592592592,2021,10,2,42
ECR,136783,RSP,2021-10-21 15:49:08.000,12,12,39,0,63,ABSTENTION,39,0.3809523809523809,2021,10,3,42
EPP,136783,RSP,2021-10-21 15:49:08.000,165,2,7,5,174,FOR,165,0.0517241379310344,2021,10,3,42
GUE/NGL,136783,RSP,2021-10-21 15:49:08.000,37,0,2,0,39,FOR,37,0.0512820512820513,2021,10,3,42
Greens/EFA,136783,RSP,2021-10-21 15:49:08.000,71,0,0,2,71,FOR,71,0.0,2021,10,3,42
ID,136783,RSP,2021-10-21 15:49:08.000,50,12,7,1,69,FOR,50,0.2753623188405797,2021,10,3,42
Renew,136783,RSP,2021-10-21 15:49:08.000,90,0,7,1,97,FOR,90,0.0721649484536082,2021,10,3,42
S&D,136783,RSP,2021-10-21 15:49:08.000,133,0,3,10,136,FOR,133,0.0220588235294117,2021,10,3,42
ECR,136804,RSP,2021-10-21 15:49:08.000,1,51,11,0,63,AGAINST,51,0.1904761904761904,2021,10,3,42
EPP,136804,RSP,2021-10-21 15:49:08.000,171,0,3,5,174,FOR,171,0.0172413793103448,2021,10,3,42
GUE/NGL,136804,RSP,2021-10-21 15:49:08.000,0,31,8,0,39,AGAINST,31,0.2051282051282051,2021,10,3,42
Greens/EFA,136804,RSP,2021-10-21 15:49:08.000,1,67,3,2,71,AGAINST,67,0.0563380281690141,2021,10,3,42
ID,136804,RSP,2021-10-21 15:49:08.000,1,45,23,1,69,AGAINST,45,0.3478260869565217,2021,10,3,42
Renew,136804,RSP,2021-10-21 15:49:08.000,97,0,0,1,97,FOR,97,0.0,2021,10,3,42
S&D,136804,RSP,2021-10-21 15:49:08.000,133,1,3,9,137,FOR,133,0.0291970802919707,2021,10,3,42
ECR,136887,RSP,2021-10-21 15:49:08.000,56,1,6,0,63,FOR,56,0.1111111111111111,2021,10,3,42
EPP,136887,RSP,2021-10-21 15:49:08.000,155,1,18,5,174,FOR,155,0.1091954022988506,2021,10,3,42
GUE/NGL,136887,RSP,2021-10-21 15:49:08.000,25,2,12,0,39,FOR,25,0.3589743589743589,2021,10,3,42
Greens/EFA,136887,RSP,2021-10-21 15:49:08.000,71,0,0,2,71,FOR,71,0.0,2021,10,3,42
ID,136887,RSP,2021-10-21 15:49:08.000,0,37,32,1,69,AGAINST,37,0.4637681159420289,2021,10,3,42
Renew,136887,RSP,2021-10-21 15:49:08.000,74,0,22,2,96,FOR,74,0.2291666666666666,2021,10,3,42
S&D,136887,RSP,2021-10-21 15:49:08.000,136,0,1,9,137,FOR,136,0.0072992700729926,2021,10,3,42
ECR,136902,RSP,2021-10-21 15:49:08.000,0,58,4,1,62,AGAINST,58,0.0645161290322581,2021,10,3,42
EPP,136902,RSP,2021-10-21 15:49:08.000,159,5,5,10,169,FOR,159,0.059171597633136,2021,10,3,42
GUE/NGL,136902,RSP,2021-10-21 15:49:08.000,33,2,3,1,38,FOR,33,0.131578947368421,2021,10,3,42
Greens/EFA,136902,RSP,2021-10-21 15:49:08.000,69,0,2,2,71,FOR,69,0.028169014084507,2021,10,3,42
ID,136902,RSP,2021-10-21 15:49:08.000,0,68,0,2,68,AGAINST,68,0.0,2021,10,3,42
Renew,136902,RSP,2021-10-21 15:49:08.000,95,0,0,3,95,FOR,95,0.0,2021,10,3,42
S&D,136902,RSP,2021-10-21 15:49:08.000,132,1,0,13,133,FOR,132,0.0075187969924812,2021,10,3,42
ECR,136904,NLE,2021-10-21 11:52:25.000,59,0,4,0,63,FOR,59,0.0634920634920634,2021,10,3,42
EPP,136904,NLE,2021-10-21 11:52:25.000,176,0,0,3,176,FOR,176,0.0,2021,10,3,42
GUE/NGL,136904,NLE,2021-10-21 11:52:25.000,0,30,8,1,38,AGAINST,30,0.2105263157894736,2021,10,3,42
Greens/EFA,136904,NLE,2021-10-21 11:52:25.000,73,0,0,0,73,FOR,73,0.0,2021,10,3,42
ID,136904,NLE,2021-10-21 11:52:25.000,47,5,18,0,70,FOR,47,0.3285714285714286,2021,10,3,42
Renew,136904,NLE,2021-10-21 11:52:25.000,98,0,0,0,98,FOR,98,0.0,2021,10,3,42
S&D,136904,NLE,2021-10-21 11:52:25.000,141,0,0,5,141,FOR,141,0.0,2021,10,3,42
ECR,136905,RSP,2021-10-21 11:52:25.000,40,1,22,0,63,FOR,40,0.3650793650793651,2021,10,3,42
EPP,136905,RSP,2021-10-21 11:52:25.000,33,120,20,6,173,AGAINST,120,0.3063583815028902,2021,10,3,42
GUE/NGL,136905,RSP,2021-10-21 11:52:25.000,35,3,0,1,38,FOR,35,0.0789473684210526,2021,10,3,42
Greens/EFA,136905,RSP,2021-10-21 11:52:25.000,73,0,0,0,73,FOR,73,0.0,2021,10,3,42
ID,136905,RSP,2021-10-21 11:52:25.000,24,22,24,0,70,FOR,24,0.6571428571428571,2021,10,3,42
Renew,136905,RSP,2021-10-21 11:52:25.000,97,1,0,0,98,FOR,97,0.010204081632653,2021,10,3,42
S&D,136905,RSP,2021-10-21 11:52:25.000,138,0,3,5,141,FOR,138,0.0212765957446808,2021,10,3,42
ECR,136906,INI,2021-10-21 11:52:25.000,5,52,6,0,63,AGAINST,52,0.1746031746031746,2021,10,3,42
EPP,136906,INI,2021-10-21 11:52:25.000,172,2,2,3,176,FOR,172,0.0227272727272727,2021,10,3,42
GUE/NGL,136906,INI,2021-10-21 11:52:25.000,37,0,1,1,38,FOR,37,0.0263157894736841,2021,10,3,42
Greens/EFA,136906,INI,2021-10-21 11:52:25.000,73,0,0,0,73,FOR,73,0.0,2021,10,3,42
ID,136906,INI,2021-10-21 11:52:25.000,24,46,0,0,70,AGAINST,46,0.3428571428571428,2021,10,3,42
Renew,136906,INI,2021-10-21 11:52:25.000,93,5,0,0,98,FOR,93,0.0510204081632652,2021,10,3,42
S&D,136906,INI,2021-10-21 11:52:25.000,141,0,0,5,141,FOR,141,0.0,2021,10,3,42
ECR,136907,RSP,2021-10-21 11:52:25.000,1,59,3,0,63,AGAINST,59,0.0634920634920634,2021,10,3,42
EPP,136907,RSP,2021-10-21 11:52:25.000,167,0,9,3,176,FOR,167,0.0511363636363636,2021,10,3,42
GUE/NGL,136907,RSP,2021-10-21 11:52:25.000,34,1,3,1,38,FOR,34,0.1052631578947368,2021,10,3,42
Greens/EFA,136907,RSP,2021-10-21 11:52:25.000,73,0,0,0,73,FOR,73,0.0,2021,10,3,42
ID,136907,RSP,2021-10-21 11:52:25.000,1,68,1,0,70,AGAINST,68,0.0285714285714285,2021,10,3,42
Renew,136907,RSP,2021-10-21 11:52:25.000,93,0,5,0,98,FOR,93,0.0510204081632652,2021,10,3,42
S&D,136907,RSP,2021-10-21 11:52:25.000,141,0,0,5,141,FOR,141,0.0,2021,10,3,42
ECR,136941,COD,2021-11-11 11:06:29.000,41,0,3,19,44,FOR,41,0.0681818181818182,2021,11,3,45
EPP,136941,COD,2021-11-11 11:06:29.000,136,0,0,42,136,FOR,136,0.0,2021,11,3,45
GUE/NGL,136941,COD,2021-11-11 11:06:29.000,34,0,0,5,34,FOR,34,0.0,2021,11,3,45
Greens/EFA,136941,COD,2021-11-11 11:06:29.000,55,0,0,18,55,FOR,55,0.0,2021,11,3,45
ID,136941,COD,2021-11-11 11:06:29.000,53,2,0,15,55,FOR,53,0.0363636363636363,2021,11,3,45
Renew,136941,COD,2021-11-11 11:06:29.000,82,0,0,17,82,FOR,82,0.0,2021,11,3,45
S&D,136941,COD,2021-11-11 11:06:29.000,112,0,0,34,112,FOR,112,0.0,2021,11,3,45
ECR,136944,COD,2021-11-11 11:10:22.000,0,41,6,16,47,AGAINST,41,0.127659574468085,2021,11,3,45
EPP,136944,COD,2021-11-11 11:10:22.000,132,1,9,36,142,FOR,132,0.0704225352112676,2021,11,3,45
GUE/NGL,136944,COD,2021-11-11 11:10:22.000,4,3,28,4,35,ABSTENTION,28,0.1999999999999999,2021,11,3,45
Greens/EFA,136944,COD,2021-11-11 11:10:22.000,55,0,0,18,55,FOR,55,0.0,2021,11,3,45
ID,136944,COD,2021-11-11 11:10:22.000,0,33,22,15,55,AGAINST,33,0.4,2021,11,3,45
Renew,136944,COD,2021-11-11 11:10:22.000,82,0,0,17,82,FOR,82,0.0,2021,11,3,45
S&D,136944,COD,2021-11-11 11:10:22.000,116,0,2,28,118,FOR,116,0.0169491525423728,2021,11,3,45
ECR,136957,INI,2021-11-11 11:26:59.000,4,9,34,16,47,ABSTENTION,34,0.276595744680851,2021,11,3,45
EPP,136957,INI,2021-11-11 11:26:59.000,136,0,6,36,142,FOR,136,0.0422535211267606,2021,11,3,45
GUE/NGL,136957,INI,2021-11-11 11:26:59.000,31,2,2,4,35,FOR,31,0.1142857142857143,2021,11,3,45
Greens/EFA,136957,INI,2021-11-11 11:26:59.000,57,0,1,15,58,FOR,57,0.0172413793103448,2021,11,3,45
ID,136957,INI,2021-11-11 11:26:59.000,0,27,28,15,55,ABSTENTION,28,0.4909090909090909,2021,11,3,45
Renew,136957,INI,2021-11-11 11:26:59.000,81,0,0,18,81,FOR,81,0.0,2021,11,3,45
S&D,136957,INI,2021-11-11 11:26:59.000,122,0,0,24,122,FOR,122,0.0,2021,11,3,45
ECR,136958,INI,2021-11-11 11:27:49.000,44,3,1,15,48,FOR,44,0.0833333333333333,2021,11,3,45
EPP,136958,INI,2021-11-11 11:27:49.000,142,0,0,36,142,FOR,142,0.0,2021,11,3,45
GUE/NGL,136958,INI,2021-11-11 11:27:49.000,12,18,5,4,35,AGAINST,18,0.4857142857142857,2021,11,3,45
Greens/EFA,136958,INI,2021-11-11 11:27:49.000,0,57,1,15,58,AGAINST,57,0.0172413793103448,2021,11,3,45
ID,136958,INI,2021-11-11 11:27:49.000,48,7,0,15,55,FOR,48,0.1272727272727273,2021,11,3,45
Renew,136958,INI,2021-11-11 11:27:49.000,83,0,0,16,83,FOR,83,0.0,2021,11,3,45
S&D,136958,INI,2021-11-11 11:27:49.000,104,7,11,24,122,FOR,104,0.1475409836065574,2021,11,3,45
ECR,136959,INI,2021-11-11 11:27:27.000,31,8,4,20,43,FOR,31,0.2790697674418605,2021,11,3,45
EPP,136959,INI,2021-11-11 11:27:27.000,139,0,1,38,140,FOR,139,0.0071428571428571,2021,11,3,45
GUE/NGL,136959,INI,2021-11-11 11:27:27.000,29,2,2,6,33,FOR,29,0.1212121212121212,2021,11,3,45
Greens/EFA,136959,INI,2021-11-11 11:27:27.000,58,0,0,15,58,FOR,58,0.0,2021,11,3,45
ID,136959,INI,2021-11-11 11:27:27.000,0,12,42,16,54,ABSTENTION,42,0.2222222222222222,2021,11,3,45
Renew,136959,INI,2021-11-11 11:27:27.000,84,0,0,15,84,FOR,84,0.0,2021,11,3,45
