party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent
ID,115400,RSP,2020-06-18T12:56:33,3,43,29,1,75,AGAINST,43,0.42666666666666664
Non-attached,115400,RSP,2020-06-18T12:56:33,19,5,5,0,29,FOR,19,0.3448275862068966
Renew,115400,RSP,2020-06-18T12:56:33,92,6,0,0,98,FOR,92,0.061224489795918324
S&D,115400,RSP,2020-06-18T12:56:33,145,0,0,1,145,FOR,145,0.0
ECR,115402,RSP,2020-06-18T21:21:18,52,0,9,1,61,FOR,52,0.14754098360655743
EPP,115402,RSP,2020-06-18T21:21:18,183,0,0,4,183,FOR,183,0.0
GUE/NGL,115402,RSP,2020-06-18T21:21:18,39,0,0,0,39,FOR,39,0.0
Greens/EFA,115402,RSP,2020-06-18T21:21:18,64,0,0,3,64,FOR,64,0.0
ID,115402,RSP,2020-06-18T21:21:18,52,3,19,2,74,FOR,52,0.29729729729729726
Non-attached,115402,RSP,2020-06-18T21:21:18,23,3,1,2,27,FOR,23,0.14814814814814814
Renew,115402,RSP,2020-06-18T21:21:18,97,0,0,1,97,FOR,97,0.0
S&D,115402,RSP,2020-06-18T21:21:18,143,0,0,3,143,FOR,143,0.0
ECR,115403,COD,2020-06-18T21:21:18,60,0,1,1,61,FOR,60,0.016393442622950838
EPP,115403,COD,2020-06-18T21:21:18,183,0,0,4,183,FOR,183,0.0
GUE/NGL,115403,COD,2020-06-18T21:21:18,0,39,0,0,39,AGAINST,39,0.0
Greens/EFA,115403,COD,2020-06-18T21:21:18,1,63,0,3,64,AGAINST,63,0.015625
ID,115403,COD,2020-06-18T21:21:18,29,44,1,2,74,AGAINST,44,0.4054054054054054
Non-attached,115403,COD,2020-06-18T21:21:18,18,7,2,2,27,FOR,18,0.33333333333333337
Renew,115403,COD,2020-06-18T21:21:18,97,0,0,1,97,FOR,97,0.0
S&D,115403,COD,2020-06-18T21:21:18,114,16,13,3,143,FOR,114,0.2027972027972028
ECR,115404,INI,2020-06-18T21:21:18,24,12,25,1,61,ABSTENTION,25,0.5901639344262295
